# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,power,alpha-inked,alpha-ink-percent,alpha-count,alpha-color,alpha-theme,bravo-inked,bravo-ink-percent,bravo-count,bravo-color,bravo-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities,medal1-grade,medal1-name,medal2-grade,medal2-name,medal3-grade,medal3-name
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,xmatch,yagura,kusaya,83,alpha,TRUE,,1811.2,,,100,6e04b6ff,,,,0,cd510aff,,sharp_neo,4,4,0,2,1,418,"{""run_speed_up"":0.9,""swim_speed_up"":0.9,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""ninja_squid"":true,""stealth_jump"":true}",kelvin525,6,5,1,1,2,297,"{""quick_respawn"":2,""ink_saver_main"":0.9,""quick_super_jump"":0.6,""special_charge_up"":0.6,""special_saver"":0.6,""stealth_jump"":true}",liter4k,4,2,2,1,2,353,"{""ink_saver_main"":1.6,""swim_speed_up"":1,""ink_recovery_up"":0.9,""ink_saver_sub"":0.6,""run_speed_up"":0.6,""respawn_punisher"":true}",bottlegeyser,3,2,1,1,1,235,"{""run_speed_up"":1.9,""swim_speed_up"":1.6,""ink_resistance_up"":0.6,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""stealth_jump"":true}",liter4k,3,3,0,2,1,324,"{""special_charge_up"":3.8,""special_power_up"":0.9,""object_shredder"":true}",wakaba,2,1,1,4,0,302,"{""ink_saver_sub"":3.2,""special_charge_up"":0.6,""ink_recovery_up"":0.3,""ink_saver_main"":0.3,""special_power_up"":0.3,""ninja_squid"":true}",prime_collabo,2,1,1,3,0,237,"{""ink_saver_main"":2.3,""ink_saver_sub"":1.6,""special_charge_up"":0.9,""ink_resistance_up"":0.3,""special_saver"":0.3,""swim_speed_up"":0.3}",nautilus47,1,0,1,4,0,230,"{""ink_saver_main"":1.6,""run_speed_up"":1.3,""ink_recovery_up"":0.6,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",gold,Record-Score Setter,silver,#1 Ink Consumer,gold,#1 Turf Inker
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,xmatch,yagura,amabi,301,alpha,FALSE,,,,,99,cfb121ff,,,,36,9025c6ff,,sharp_neo,9,9,0,5,7,1804,"{""run_speed_up"":0.9,""swim_speed_up"":0.9,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""ninja_squid"":true,""stealth_jump"":true}",nautilus47,14,8,6,6,5,1342,"{""swim_speed_up"":3.8,""ink_resistance_up"":0.9,""object_shredder"":true}",hydra,5,4,1,3,5,1194,"{""run_speed_up"":4.7,""stealth_jump"":true}",kelvin525,6,4,2,8,3,833,"{""quick_respawn"":1.3,""swim_speed_up"":0.9,""sub_resistance_up"":0.6,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""ninja_squid"":true,""stealth_jump"":true}",dualsweeper,8,6,2,4,4,1097,"{""ink_saver_main"":1.9,""swim_speed_up"":1,""intensify_action"":0.6,""sub_power_up"":0.6,""ink_recovery_up"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true}",lact450,8,6,2,6,6,1398,"{""ink_saver_main"":1,""special_charge_up"":1,""special_power_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""quick_respawn"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""ninja_squid"":true}",barrelspinner,7,4,3,5,5,1285,"{""run_speed_up"":2,""ink_resistance_up"":0.6,""intensify_action"":0.6,""sub_resistance_up"":0.6,""quick_super_jump"":0.3,""special_charge_up"":0.3,""swim_speed_up"":0.3,""stealth_jump"":true}",wakaba,6,5,1,10,3,1008,"{""swim_speed_up"":1.6,""ink_saver_sub"":1,""ink_saver_main"":0.6,""sub_power_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",gold,#1 Enemy Splatter,gold,#1 Turf Inker,silver,#1 Tower Stopper
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,regular,nawabari,mategai,180,alpha,,,,3885,48.0,,3a0ccdff,,3796,42.1,,d0bf08ff,,sshooter_collabo,4,3,1,2,3,899,"{""sub_power_up"":2.4,""ink_saver_sub"":2,""ink_recovery_up"":1}",sputtery_hue,8,6,2,3,4,1236,"{""ink_saver_sub"":3.2,""swim_speed_up"":1.9,""ink_saver_main"":0.3,""quick_super_jump"":0.3}",bold,4,3,1,3,3,1082,"{""special_charge_up"":1.3,""sub_power_up"":0.6,""swim_speed_up"":0.6,""quick_super_jump"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""opening_gambit"":true,""stealth_jump"":true}",liter4k,9,5,4,1,2,668,"{""special_charge_up"":1.3,""sub_resistance_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""haunt"":true,""object_shredder"":true}",sharp_neo,3,2,1,3,3,1154,"{""ink_saver_sub"":1.9,""swim_speed_up"":1.9,""ink_saver_main"":1.6,""ink_recovery_up"":0.3}",spaceshooter,1,0,1,3,3,1035,"{""ink_saver_main"":1.6,""swim_speed_up"":1,""ink_recovery_up"":0.6,""run_speed_up"":0.6,""ink_saver_sub"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""thermal_ink"":true}",momiji,5,4,1,6,2,878,"{""run_speed_up"":3.2,""ink_resistance_up"":1,""swim_speed_up"":0.9,""intensify_action"":0.3,""sub_resistance_up"":0.3}",hokusai,5,3,2,5,1,729,"{""run_speed_up"":1,""quick_super_jump"":0.6,""swim_speed_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",gold,#1 Super Jump Spot,gold,#1 Home-Base Inker,gold,#1 Popular Target
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,xmatch,yagura,kusaya,300,alpha,FALSE,,1760.5,,,90,1ec0adff,,,,77,d74b31ff,,wakaba,6,4,2,10,3,1167,"{""ink_saver_sub"":3.9,""sub_power_up"":0.9,""ink_recovery_up"":0.6,""swim_speed_up"":0.3}",screwslosher,13,9,4,8,4,1444,"{""ink_saver_main"":2.6,""special_charge_up"":0.9,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""quick_respawn"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true}",sharp_neo,11,6,5,6,6,1381,"{""ink_saver_sub"":1.6,""sub_power_up"":1.3,""ink_saver_main"":0.9,""ink_recovery_up"":0.6,""quick_respawn"":0.3,""special_saver"":0.3,""swim_speed_up"":0.3,""comeback"":true}",prime_collabo,9,7,2,12,2,939,"{""swim_speed_up"":2.9,""quick_respawn"":1.6,""ink_resistance_up"":0.6,""ink_saver_sub"":0.3,""special_charge_up"":0.3}",sshooter_collabo,18,13,5,6,6,1347,"{""ink_recovery_up"":1,""ink_saver_sub"":0.9,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_respawn"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""comeback"":true,""stealth_jump"":true}",52gal,7,4,3,6,5,1054,"{""swim_speed_up"":1.6,""ink_saver_sub"":1.3,""intensify_action"":0.3,""run_speed_up"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true}",h3reelgun,12,7,5,7,5,1164,"{""sub_power_up"":1.3,""swim_speed_up"":1,""ink_resistance_up"":0.6,""ink_saver_main"":0.6,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",nova_neo,16,12,4,7,5,1159,"{""quick_super_jump"":1.3,""ink_saver_sub"":1,""special_saver"":0.9,""ink_recovery_up"":0.3,""special_charge_up"":0.3,""stealth_jump"":true}",gold,#1 Score Booster,silver,#1 Tower Stopper,silver,#1 Checkpoint Breaker
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,regular,nawabari,mategai,180,bravo,,,,3128,37.7,,bfcd41ff,,3362,57.0,,6325cdff,,sshooter_collabo,2,2,0,2,3,1032,"{""sub_power_up"":2.4,""ink_saver_sub"":2,""ink_recovery_up"":1}",hokusai,5,4,1,4,2,753,"{""ink_saver_main"":1.3,""special_saver"":1.3,""special_charge_up"":0.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""drop_roller"":true}",furo,1,1,0,4,2,746,"{""ink_recovery_up"":1.3,""quick_respawn"":1,""special_saver"":1,""ink_saver_main"":0.3,""special_power_up"":0.3}",pablo,3,3,0,8,2,597,"{""swim_speed_up"":3.8,""ink_saver_main"":1.9}",sharp_neo,3,3,0,2,3,963,"{""swim_speed_up"":2.5,""ink_saver_main"":0.6,""sub_resistance_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",wakaba,3,2,1,4,3,956,"{""ink_saver_main"":1.6,""swim_speed_up"":1.3,""ink_saver_sub"":1,""ink_resistance_up"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""special_saver"":0.3}",jetsweeper_custom,4,4,0,2,3,807,"{""run_speed_up"":2.3,""ink_saver_sub"":1.2,""special_charge_up"":1,""special_power_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3}",splatscope,9,9,0,2,2,636,"{""swim_speed_up"":1.6,""ink_saver_main"":1.3,""quick_super_jump"":0.6,""special_charge_up"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true}",silver,#1 Base Defender,gold,#1 Home-Base Inker,gold,#1 Turf Inker
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,xmatch,yagura,kusaya,117,bravo,TRUE,,,,,0,cfb121ff,,,,100,9025c6ff,,sharp_neo,2,1,1,4,2,540,"{""run_speed_up"":0.9,""swim_speed_up"":0.9,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""ninja_squid"":true,""stealth_jump"":true}",liter4k_scope,6,5,1,0,2,411,"{""ink_saver_sub"":3.5,""quick_super_jump"":1,""ink_saver_main"":0.9,""swim_speed_up"":0.3}",splatspinner_collabo,1,0,1,4,2,605,"{""swim_speed_up"":1.6,""special_charge_up"":1,""quick_super_jump"":0.9,""special_saver"":0.6,""quick_respawn"":0.3,""sub_power_up"":0.3,""stealth_jump"":true}",barrelspinner,2,1,1,3,1,444,"{""run_speed_up"":3.2,""ink_resistance_up"":1.3,""intensify_action"":0.6,""sub_resistance_up"":0.6,""quick_super_jump"":0.3,""special_saver"":0.3}",sshooter_collabo,5,5,0,3,2,558,"{""swim_speed_up"":2.9,""run_speed_up"":1.9,""ink_saver_main"":0.3,""intensify_action"":0.3,""sub_resistance_up"":0.3}",splatscope,4,4,0,2,2,498,"{""ink_resistance_up"":1.3,""ink_saver_main"":1.3,""ink_recovery_up"":1,""special_saver"":0.6,""sub_power_up"":0.6,""intensify_action"":0.3,""quick_respawn"":0.3,""special_power_up"":0.3}",dualsweeper,3,1,2,1,2,571,"{""ink_saver_main"":1.9,""swim_speed_up"":1,""intensify_action"":0.6,""sub_power_up"":0.6,""ink_recovery_up"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true}",barrelspinner,3,1,2,1,2,423,"{""run_speed_up"":2,""ink_resistance_up"":0.6,""intensify_action"":0.6,""sub_resistance_up"":0.6,""quick_super_jump"":0.3,""special_charge_up"":0.3,""swim_speed_up"":0.3,""stealth_jump"":true}",silver,#1 Ground Traveler,silver,#1 Ink Consumer,gold,#1 Splat Assister
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,xmatch,yagura,kusaya,300,bravo,FALSE,,1760.5,,,50,c12d74ff,,,,57,2cb721ff,,wakaba,5,4,1,8,3,1307,"{""ink_saver_sub"":3.9,""sub_power_up"":0.9,""ink_recovery_up"":0.6,""swim_speed_up"":0.3}",sshooter_collabo,7,6,1,6,8,1478,"{""swim_speed_up"":2.5,""special_charge_up"":0.6,""run_speed_up"":0.3,""special_saver"":0.3,""comeback"":true,""ninja_squid"":true}",screwslosher,5,2,3,5,3,1265,"{""swim_speed_up"":2.3,""ink_saver_main"":1.9,""ink_resistance_up"":0.6,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3}",dualsweeper,5,3,2,7,4,1142,"{""ink_saver_main"":1.9,""swim_speed_up"":1,""ink_resistance_up"":0.6,""intensify_action"":0.6,""quick_super_jump"":0.6,""special_saver"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",screwslosher,13,11,2,5,5,1524,"{""run_speed_up"":1.6,""swim_speed_up"":1.6,""ink_resistance_up"":0.6,""ink_saver_main"":0.6,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""stealth_jump"":true}",prime_collabo,6,3,3,1,7,1443,"{""swim_speed_up"":2.2,""special_charge_up"":1.6,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",momiji,12,6,6,1,8,1398,"{""run_speed_up"":3.9,""ink_saver_sub"":0.9,""sub_resistance_up"":0.6,""sub_power_up"":0.3}",nzap89,8,6,2,9,3,984,"{""run_speed_up"":2.8,""ink_saver_main"":1.9,""ink_recovery_up"":1}",silver,#1 Ground Traveler,gold,#1 Score Booster,gold,#1 Popular Target
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,xmatch,yagura,amabi,300,bravo,FALSE,,,,,72,ba30b0ff,,,,82,a0c937ff,,sharp_neo,12,7,5,8,5,1437,"{""run_speed_up"":0.9,""swim_speed_up"":0.9,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""ninja_squid"":true,""stealth_jump"":true}",screwslosher,18,14,4,7,3,1133,"{""run_speed_up"":2.2,""swim_speed_up"":1.6,""ink_resistance_up"":0.6,""ink_saver_main"":0.6,""sub_resistance_up"":0.3,""last_ditch_effort"":true}",wakaba,7,5,2,11,3,1070,"{""quick_respawn"":2.2,""ink_saver_sub"":1.3,""ink_recovery_up"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""swim_speed_up"":0.3,""stealth_jump"":true}",sharp_neo,5,4,1,8,9,1829,"{""special_charge_up"":5.4,""ink_saver_main"":0.3}",momiji,12,7,5,4,7,1424,"{""ink_saver_sub"":2.6,""special_charge_up"":1,""ink_saver_main"":0.6,""run_speed_up"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3}",clashblaster,16,13,3,8,2,965,"{""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""intensify_action"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""sub_power_up"":0.3,""last_ditch_effort"":true,""ninja_squid"":true,""stealth_jump"":true}",heroshooter_replica,10,6,4,10,2,1031,"{""quick_respawn"":2.8,""quick_super_jump"":0.9,""comeback"":true,""stealth_jump"":true}",sharp_neo,9,8,1,8,5,1857,"{""swim_speed_up"":2.9,""special_charge_up"":1,""ink_saver_sub"":0.9,""special_power_up"":0.6,""ink_recovery_up"":0.3}",gold,#1 Splat Assister,silver,#1 Tower Stopper,silver,#1 Checkpoint Breaker
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,regular,nawabari,kinmedai,180,alpha,,,,3037,53.0,,2cb721ff,,2754,38.7,,c12d74ff,,promodeler_rg,1,1,0,2,3,936,"{""sub_power_up"":2.4,""ink_saver_sub"":2,""ink_recovery_up"":1}",sshooter,6,6,0,5,3,872,"{""swim_speed_up"":1,""sub_resistance_up"":0.9,""ink_resistance_up"":0.6,""quick_super_jump"":0.6,""ink_recovery_up"":0.3,""special_saver"":0.3,""comeback"":true,""stealth_jump"":true}",splatspinner_collabo,6,5,1,3,2,639,"{""run_speed_up"":3.2,""special_charge_up"":1,""ink_saver_sub"":0.9,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3}",jimuwiper,2,1,1,2,3,590,"{""ink_recovery_up"":1.9,""sub_power_up"":1,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""swim_speed_up"":0.3,""ninja_squid"":true}",soytuber,3,3,0,4,2,834,"{""swim_speed_up"":2,""ink_saver_sub"":1.6,""special_charge_up"":0.9,""sub_resistance_up"":0.6,""quick_super_jump"":0.3,""special_saver"":0.3}",dynamo,4,4,0,4,0,669,"{""ink_saver_main"":2.8,""swim_speed_up"":1.3,""ink_recovery_up"":0.6,""ninja_squid"":true}",splatcharger_collabo,4,4,0,2,2,628,"{""quick_super_jump"":2.8,""run_speed_up"":1.9,""swim_speed_up"":1}",carbon,1,1,0,5,1,623,"{""quick_super_jump"":1.3,""ink_resistance_up"":0.6,""run_speed_up"":0.6,""ink_saver_main"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",silver,#1 Ground Traveler,gold,#1 Home-Base Inker,gold,#1 Turf Inker
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,xmatch,yagura,kusaya,283,bravo,TRUE,,1760.5,,,0,e38d24ff,,,,100,1a1aafff,,wakaba,5,5,0,7,4,1344,"{""ink_saver_sub"":3.9,""sub_power_up"":0.9,""ink_recovery_up"":0.6,""swim_speed_up"":0.3}",sputtery_hue,8,7,1,12,3,1030,"{""swim_speed_up"":1.9,""quick_respawn"":1.3,""special_charge_up"":1.3,""ink_recovery_up"":0.6,""special_saver"":0.6}",prime_collabo,6,6,0,7,4,1228,"{""swim_speed_up"":1.3,""intensify_action"":0.9,""ink_resistance_up"":0.6,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",sshooter_collabo,3,2,1,8,4,1154,"{""swim_speed_up"":0.9,""ink_saver_main"":0.6,""ink_recovery_up"":0.3,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""comeback"":true,""ninja_squid"":true,""object_shredder"":true}",dualsweeper,19,11,8,5,5,1178,"{""ink_saver_main"":1.9,""swim_speed_up"":1,""ink_resistance_up"":0.6,""intensify_action"":0.6,""quick_super_jump"":0.6,""special_saver"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",wakaba,7,4,3,5,6,1538,"{""ink_saver_sub"":3.2,""special_charge_up"":1.9,""special_power_up"":0.6}",sharp_neo,15,9,6,5,5,1358,"{""swim_speed_up"":1.9,""intensify_action"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",52gal,11,10,1,5,5,1024,"{""quick_respawn"":1.2,""swim_speed_up"":0.9,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""ninja_squid"":true,""stealth_jump"":true}",gold,#1 Score Booster,gold,#1 Turf Inker,gold,#1 Popular Target
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,regular,nawabari,kinmedai,180,alpha,,,,4052,51.9,,1bbfabff,,3989,44.5,,c43a6eff,,promodeler_rg,2,1,1,4,4,1216,"{""sub_power_up"":2.4,""ink_saver_sub"":2,""ink_recovery_up"":1}",sharp_neo,7,6,1,2,4,1086,"{""ink_saver_main"":1.3,""special_power_up"":1.3,""ink_recovery_up"":1.2,""special_charge_up"":1,""run_speed_up"":0.6,""swim_speed_up"":0.3}",furo,3,3,0,5,2,883,"{""ink_saver_main"":3.8,""swim_speed_up"":1.9}",momiji,3,3,0,2,2,867,"{""ink_recovery_up"":1.9,""special_charge_up"":1.3,""intensify_action"":1,""swim_speed_up"":0.9,""run_speed_up"":0.6}",bold,2,2,0,2,3,1204,"{""swim_speed_up"":4.8,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""special_power_up"":0.3}",sharp_neo,2,2,0,4,2,1053,"{""run_speed_up"":3.2,""intensify_action"":1.2,""ink_resistance_up"":1,""quick_super_jump"":0.3}",bold_neo,4,3,1,2,3,980,"{""swim_speed_up"":3.5,""ink_saver_main"":0.6,""ink_saver_sub"":0.3,""special_saver"":0.3,""ninja_squid"":true}",drivewiper,8,6,2,5,1,752,"{""ink_saver_sub"":1.3,""ink_recovery_up"":1,""ink_saver_main"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_respawn"":0.3,""special_charge_up"":0.3,""ninja_squid"":true}",gold,#1 Enemy-Base Inker,gold,#1 Home-Base Inker,gold,#1 Turf Inker
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,xmatch,yagura,amabi,300,alpha,FALSE,,,,,69,ba30b0ff,,,,44,a0c937ff,,sharp_neo,10,8,2,4,6,1566,"{""run_speed_up"":0.9,""swim_speed_up"":0.9,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""ninja_squid"":true,""stealth_jump"":true}",furo,8,6,2,5,6,1689,"{""ink_recovery_up"":1.6,""ink_resistance_up"":1.3,""run_speed_up"":1,""quick_super_jump"":0.6,""sub_resistance_up"":0.6,""intensify_action"":0.3,""swim_speed_up"":0.3}",sshooter_collabo,11,7,4,6,6,1453,"{""swim_speed_up"":2.3,""intensify_action"":0.9,""special_saver"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",clashblaster_neo,8,6,2,9,4,1006,"{""swim_speed_up"":1.9,""ink_saver_sub"":1,""quick_respawn"":0.9,""ink_resistance_up"":0.6,""run_speed_up"":0.3,""ninja_squid"":true}",sharp_neo,10,8,2,7,5,1523,"{""ink_saver_sub"":4.2,""special_saver"":0.9,""ink_saver_main"":0.3,""swim_speed_up"":0.3}",wakaba,4,4,0,7,6,1562,"{""ink_saver_sub"":3.2,""ink_recovery_up"":0.6,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""stealth_jump"":true}",screwslosher,9,5,4,5,5,1336,"{""run_speed_up"":1,""swim_speed_up"":0.9,""ink_recovery_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3,""comeback"":true,""stealth_jump"":true}",rapid_deco,9,6,3,8,3,838,"{""special_power_up"":1,""quick_super_jump"":0.9,""intensify_action"":0.6,""special_saver"":0.6,""ink_saver_main"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""object_shredder"":true}",gold,#1 Enemy Splatter,gold,#1 Score Booster,silver,#1 Checkpoint Breaker
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,xmatch,yagura,amabi,99,alpha,TRUE,,1760.5,,,100,d0bf08ff,,,,0,3a0ccdff,,wakaba,1,1,0,2,2,503,"{""ink_saver_sub"":3.9,""sub_power_up"":0.9,""ink_recovery_up"":0.6,""swim_speed_up"":0.3}",screwslosher,5,4,1,1,2,511,"{""run_speed_up"":1.2,""swim_speed_up"":1,""ink_saver_main"":0.9,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_power_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",splatroller,5,5,0,2,2,369,"{""swim_speed_up"":1.9,""ink_resistance_up"":0.6,""ink_saver_main"":0.6,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",hissen_hue,5,1,4,1,2,368,"{""swim_speed_up"":2.2,""sub_power_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""ninja_squid"":true,""stealth_jump"":true}",screwslosher,5,2,3,3,1,557,"{""ink_saver_main"":1.9,""special_power_up"":0.6,""quick_super_jump"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",spygadget,1,1,0,4,1,430,"{""quick_respawn"":1.6,""quick_super_jump"":1.3,""ink_saver_main"":0.3,""intensify_action"":0.3,""stealth_jump"":true}",sharp_neo,4,3,1,3,0,332,"{""swim_speed_up"":1.6,""ink_resistance_up"":0.6,""special_charge_up"":0.6,""sub_resistance_up"":0.6,""quick_super_jump"":0.3,""ninja_squid"":true,""stealth_jump"":true}",clashblaster_neo,0,0,0,1,1,257,"{""run_speed_up"":4.8,""ink_resistance_up"":0.6,""ink_saver_main"":0.3}",gold,#1 Score Booster,silver,#2 Turf Inker,silver,#2 Popular Target
Fresh Season 2023,2023-05-24T14:00:00+00:00,3.1.1,xmatch,yagura,kusaya,100,alpha,TRUE,,1821.2,,,100,9025c6ff,,,,0,cfb121ff,,sharp_neo,1,0,1,3,1,518,"{""run_speed_up"":0.9,""swim_speed_up"":0.9,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""ninja_squid"":true,""stealth_jump"":true}",hissen_hue,6,3,3,2,2,522,"{""ink_saver_sub"":1.9,""ink_saver_main"":1,""special_charge_up"":0.9,""swim_speed_up"":0.9,""stealth_jump"":true}",hotblaster,8,8,0,3,2,450,"{""swim_speed_up"":1,""ink_saver_main"":0.6,""special_charge_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",liter4k,2,2,0,2,1,306,"{""run_speed_up"":3.8,""quick_super_jump"":0.6,""swim_speed_up"":0.3,""respawn_punisher"":true}",liter4k,1,1,0,2,1,296,"{""swim_speed_up"":1.2,""ink_saver_main"":1,""quick_super_jump"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""object_shredder"":true,""respawn_punisher"":true}",clashblaster,4,4,0,3,0,284,"{""ink_saver_main"":1.9,""ink_saver_sub"":1.9,""swim_speed_up"":1.9}",sharp_neo,3,3,0,3,2,690,"{""swim_speed_up"":1.6,""ink_recovery_up"":0.6,""special_charge_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""special_saver"":0.3,""comeback"":true,""stealth_jump"":true}",screwslosher,1,1,0,5,0,380,"{""swim_speed_up"":1.3,""run_speed_up"":1.2,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",gold,Record-Score Setter,silver,#2 Splat Assister,silver,#2 Turf Inker
