# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,power,alpha-inked,alpha-ink-percent,alpha-count,alpha-color,alpha-theme,bravo-inked,bravo-ink-percent,bravo-count,bravo-color,bravo-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities,medal1-grade,medal1-name,medal2-grade,medal2-name,medal3-grade,medal3-name
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_challenge,asari,nampla,300,bravo,FALSE,S+ 0,,,,0,c12d74ff,,,,92,2cb721ff,,longblaster,5,3,2,6,3,893,"{""quick_respawn"":3.8,""quick_super_jump"":0.9,""stealth_jump"":true}",nzap85,8,7,1,9,4,1462,"{""ink_saver_sub"":4.8,""ink_saver_main"":0.3,""sub_power_up"":0.3}",prime,5,3,2,8,2,632,"{""ink_saver_sub"":1.9,""swim_speed_up"":1.6,""quick_respawn"":1.3,""special_saver"":0.6,""sub_resistance_up"":0.6,""ink_saver_main"":0.3}",sputtery_hue,1,1,0,7,2,1207,"{""ink_saver_sub"":1.6,""swim_speed_up"":1.3,""ink_saver_main"":0.6,""quick_respawn"":0.6,""ink_recovery_up"":0.3,""special_charge_up"":0.3,""ninja_squid"":true}",sshooter_collabo,13,12,1,4,5,1162,"{""ink_saver_sub"":1.3,""swim_speed_up"":1.3,""special_saver"":1.2,""quick_super_jump"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",spaceshooter,11,6,5,4,6,1464,"{""ink_resistance_up"":1.3,""quick_super_jump"":1,""special_charge_up"":1,""ink_recovery_up"":0.6,""intensify_action"":0.6,""quick_respawn"":0.3,""run_speed_up"":0.3,""swim_speed_up"":0.3}",dualsweeper,5,2,3,4,4,888,"{""ink_saver_main"":1.9,""swim_speed_up"":1,""ink_saver_sub"":0.9,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true}",variableroller,11,10,1,2,5,1234,"{""ink_saver_main"":1.6,""quick_respawn"":1.3,""ink_recovery_up"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3,""swim_speed_up"":0.3,""thermal_ink"":true}",gold,#1 Popular Target,gold,#1 Splat Assister,silver,#1 Wave Breaker User
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_open,yagura,kusaya,193,alpha,TRUE,S+ 1,,,,100,1bbfabff,,,,0,c43a6eff,,dynamo,8,4,4,5,2,696,"{""ink_saver_main"":1,""ink_resistance_up"":0.9,""swim_speed_up"":0.9,""ink_recovery_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",splatcharger_collabo,6,6,0,4,4,797,"{""quick_super_jump"":2.3,""ink_saver_main"":1,""special_saver"":0.9,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""special_charge_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3}",carbon_deco,5,3,2,3,3,592,"{""swim_speed_up"":1.6,""sub_power_up"":1.3,""ink_saver_sub"":0.6,""run_speed_up"":0.6,""special_charge_up"":0.6,""ninja_squid"":true}",rapid_deco,7,5,2,3,3,647,"{""special_charge_up"":1.9,""ink_recovery_up"":0.6,""intensify_action"":0.6,""run_speed_up"":0.3,""swim_speed_up"":0.3,""opening_gambit"":true,""thermal_ink"":true}",spaceshooter,3,1,2,4,3,699,"{""ink_saver_main"":1.9,""run_speed_up"":1.3,""quick_super_jump"":1,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3}",splatcharger_collabo,6,6,0,6,2,557,"{""ink_recovery_up"":1,""ink_saver_sub"":0.9,""special_power_up"":0.6,""intensify_action"":0.3,""special_saver"":0.3,""last_ditch_effort"":true,""object_shredder"":true}",bottlegeyser,5,3,2,4,1,473,"{""swim_speed_up"":2.2,""ink_saver_main"":0.6,""ink_saver_sub"":0.3,""quick_respawn"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_power_up"":0.3,""comeback"":true,""drop_roller"":true}",tristringer,5,5,0,4,4,736,"{""run_speed_up"":2.9,""ink_saver_main"":1.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3}",gold,#1 Overall Splatter,gold,#1 Splat Assister,gold,#1 Super Jump Spot
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_open,yagura,kusaya,97,alpha,TRUE,S+ 2,,,,100,bfcd41ff,,,,0,6325cdff,,hissen_hue,7,3,4,2,2,352,"{""quick_respawn"":1.3,""ink_resistance_up"":0.6,""intensify_action"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""stealth_jump"":true}",rapid_deco,10,6,4,3,2,336,"{""quick_respawn"":2.5,""special_saver"":1,""intensify_action"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""last_ditch_effort"":true}",longblaster,4,2,2,2,2,302,"{""ink_saver_main"":1,""intensify_action"":1,""special_saver"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""swim_speed_up"":0.3,""tenacity"":true}",quadhopper_black,6,4,2,1,2,487,"{""quick_respawn"":2.5,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""haunt"":true,""stealth_jump"":true}",splatroller,4,4,0,4,0,277,"{""ink_saver_main"":1.9,""ink_saver_sub"":1.9,""swim_speed_up"":1.9}",maneuver,3,2,1,3,1,482,"{""sub_resistance_up"":1.6,""special_charge_up"":1,""run_speed_up"":0.6,""ink_saver_sub"":0.3,""intensify_action"":0.3,""quick_respawn"":0.3,""quick_super_jump"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true}",prime_collabo,0,0,0,4,0,321,"{""quick_respawn"":1.6,""ink_saver_sub"":1.3,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""sub_power_up"":0.3,""thermal_ink"":true}",hydra,2,2,0,4,1,338,"{""run_speed_up"":3.8,""special_charge_up"":1.9}",gold,#1 Splat Assister,gold,Record-Score Setter,silver,#1 Checkpoint Breaker
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_open,yagura,kusaya,185,alpha,TRUE,S+ 10,,,,100,df6624ff,,,,0,343bc4ff,,screwslosher,12,7,5,3,2,751,"{""run_speed_up"":1,""ink_saver_main"":0.6,""special_charge_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",sshooter,18,12,6,5,3,784,"{""quick_respawn"":1.6,""swim_speed_up"":1.5,""intensify_action"":1,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""stealth_jump"":true}",rapid_deco,14,7,7,4,3,683,"{""swim_speed_up"":1.3,""ink_saver_sub"":1,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_respawn"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",drivewiper,8,5,3,6,3,620,"{""quick_respawn"":2.8,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",maneuver,8,8,0,10,1,799,"{""quick_respawn"":2.2,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""intensify_action"":0.3,""comeback"":true,""stealth_jump"":true}",pablo_hue,2,2,0,8,0,465,"{""quick_respawn"":2.9,""stealth_jump"":true}",bottlegeyser,5,5,0,6,3,669,"{""swim_speed_up"":1.3,""quick_respawn"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""haunt"":true,""object_shredder"":true}",longblaster,3,3,0,8,1,485,"{""intensify_action"":1.3,""swim_speed_up"":1,""special_charge_up"":0.9,""special_saver"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_power_up"":0.3,""stealth_jump"":true}",gold,#1 Super Jump Spot,gold,Record-Score Setter,gold,#1 Score Booster
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,regular,nawabari,kinmedai,180,alpha,,,,3231,45.5,,1ec0adff,,3213,41.4,,d74b31ff,,furo,5,5,0,5,2,853,"{""ink_saver_sub"":1,""sub_power_up"":1,""ink_saver_main"":0.6,""special_power_up"":0.6,""intensify_action"":0.3,""quick_respawn"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""drop_roller"":true}",furo,1,1,0,2,3,1053,"{""ink_recovery_up"":1.3,""ink_saver_main"":1.3,""special_power_up"":0.6,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""swim_speed_up"":0.3,""thermal_ink"":true}",sharp,2,1,1,4,2,784,"{""ink_saver_sub"":1.9,""ink_recovery_up"":1.3,""run_speed_up"":1,""intensify_action"":0.6,""swim_speed_up"":0.6,""ink_saver_main"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3}",promodeler_rg,1,0,1,2,1,541,"{""sub_resistance_up"":1.3,""special_power_up"":1,""sub_power_up"":0.6,""swim_speed_up"":0.6,""ink_saver_main"":0.3,""intensify_action"":0.3,""run_speed_up"":0.3,""opening_gambit"":true}",tristringer,6,5,1,2,6,1193,"{""special_power_up"":1,""sub_power_up"":1,""ink_saver_main"":0.9,""special_charge_up"":0.9,""special_saver"":0.9,""opening_gambit"":true}",prime,8,5,3,0,2,815,"{""ink_saver_sub"":4.5,""ink_recovery_up"":1.2}",jimuwiper,3,2,1,3,1,804,"{""swim_speed_up"":2.5,""run_speed_up"":1,""sub_resistance_up"":1,""intensify_action"":0.3,""quick_respawn"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3}",pablo_hue,1,1,0,2,1,401,"{""ink_saver_main"":4.8,""ink_saver_sub"":0.9}",gold,#1 Overall Splatter,gold,#1 Enemy Splatter,gold,#1 Home-Base Inker
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,regular,nawabari,kinmedai,180,bravo,,,,3311,40.0,,6325cdff,,3511,53.4,,bfcd41ff,,momiji,4,2,2,5,2,741,"{""ink_saver_sub"":2,""ink_saver_main"":1.3,""quick_super_jump"":0.9,""special_power_up"":0.6,""quick_respawn"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3}",52gal,8,7,1,2,4,1023,"{""run_speed_up"":1.3,""ink_resistance_up"":1,""quick_super_jump"":1,""special_saver"":0.6}",sharp,2,2,0,3,3,995,"{""ink_recovery_up"":1.9,""run_speed_up"":1.9,""swim_speed_up"":0.9,""stealth_jump"":true}",splatroller,1,1,0,7,0,552,"{""ink_recovery_up"":1,""quick_respawn"":1,""special_saver"":1,""intensify_action"":0.6,""special_charge_up"":0.3}",sharp,7,6,1,3,4,1096,"{""ink_saver_sub"":1,""quick_super_jump"":1,""special_saver"":1,""ink_saver_main"":0.9,""quick_respawn"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3}",sharp,4,1,3,1,2,843,"{""ink_saver_main"":1.8,""quick_super_jump"":1.3,""ink_saver_sub"":1,""drop_roller"":true}",pablo_hue,5,5,0,4,1,813,"{""ink_recovery_up"":0.9,""quick_respawn"":0.6,""run_speed_up"":0.6,""ink_saver_sub"":0.3,""comeback"":true,""drop_roller"":true,""ninja_squid"":true}",sharp,8,5,3,4,2,759,"{""ink_saver_sub"":1.3,""quick_super_jump"":1.3,""ink_saver_main"":0.9,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""special_power_up"":0.3,""object_shredder"":true}",gold,#1 Splat Assister,silver,#1 Ink Consumer,silver,First Splat!
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,xmatch,area,chozame,112,bravo,TRUE,,1885.9,,,0,df6624ff,,,,100,343bc4ff,,variableroller,2,2,0,4,1,457,"{""swim_speed_up"":1.9,""special_charge_up"":0.6,""special_power_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""last_ditch_effort"":true,""ninja_squid"":true}",sshooter,4,4,0,3,2,554,"{""swim_speed_up"":1,""intensify_action"":0.6,""special_charge_up"":0.6,""sub_power_up"":0.6,""ink_resistance_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""object_shredder"":true}",screwslosher,3,1,2,3,1,404,"{""run_speed_up"":1.3,""special_charge_up"":1,""swim_speed_up"":1,""ink_saver_main"":0.9,""ink_recovery_up"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3}",longblaster,2,2,0,3,2,366,"{""intensify_action"":2.5,""run_speed_up"":1.9,""ink_recovery_up"":0.3,""ninja_squid"":true}",screwslosher,5,4,1,2,1,440,"{""run_speed_up"":1.9,""swim_speed_up"":1.6,""ink_saver_main"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""last_ditch_effort"":true}",hissen_hue,5,3,2,2,0,274,"{""swim_speed_up"":1.9,""ink_saver_main"":1.6,""quick_super_jump"":0.6,""intensify_action"":0.3,""quick_respawn"":0.3,""stealth_jump"":true}",jimuwiper,4,2,2,1,2,468,"{""quick_respawn"":3.5,""sub_power_up"":0.6,""ink_recovery_up"":0.3,""stealth_jump"":true}",quadhopper_black,5,4,1,4,1,439,"{""quick_respawn"":2.3,""ink_recovery_up"":0.6,""quick_super_jump"":0.6,""special_saver"":0.6,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""stealth_jump"":true}",silver,#1 Ground Traveler,silver,#2 Enemy Splatter,silver,#2 Turf Inker
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,regular,nawabari,kinmedai,180,bravo,,,,2768,35.8,,6e04b6ff,,2981,46.2,,cd510aff,,kugelschreiber,9,8,1,6,2,685,"{""run_speed_up"":1.9,""ink_recovery_up"":0.6,""special_saver"":0.6,""special_charge_up"":0.3,""swim_speed_up"":0.3,""drop_roller"":true,""last_ditch_effort"":true}",jetsweeper_custom,4,3,1,1,3,1075,"{""sub_resistance_up"":1.3,""special_saver"":1.2,""intensify_action"":1,""swim_speed_up"":0.3,""tenacity"":true}",momiji,4,2,2,5,1,778,"{""quick_respawn"":0.6,""ink_recovery_up"":0.3,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""swim_speed_up"":0.3,""ninja_squid"":true,""object_shredder"":true,""opening_gambit"":true}",pablo,0,0,0,2,0,230,"{""ink_saver_main"":1.3,""sub_power_up"":1,""swim_speed_up"":1,""run_speed_up"":0.6,""special_power_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""special_charge_up"":0.3}",promodeler_rg,3,2,1,5,2,922,"{""run_speed_up"":2.2,""special_saver"":1.3,""special_power_up"":1,""ink_saver_sub"":0.9,""special_charge_up"":0.6,""ink_recovery_up"":0.3}",52gal,4,2,2,4,1,720,"{""intensify_action"":1.9,""ink_saver_main"":1,""quick_respawn"":1,""quick_super_jump"":0.9,""run_speed_up"":0.6,""swim_speed_up"":0.3}",promodeler_rg,4,4,0,2,2,704,"{""run_speed_up"":1.9,""intensify_action"":1,""sub_power_up"":1,""special_power_up"":0.9,""ink_recovery_up"":0.3,""ink_saver_main"":0.3,""quick_respawn"":0.3}",splatscope_collabo,6,6,0,3,2,635,"{""ink_resistance_up"":2.2,""quick_super_jump"":1,""sub_power_up"":1,""special_power_up"":0.9,""ink_recovery_up"":0.3,""quick_respawn"":0.3,""special_charge_up"":0.3,""special_saver"":0.3}",gold,#1 Overall Splatter,gold,#1 Enemy Splatter,gold,#1 Popular Target
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_open,yagura,kusaya,127,alpha,TRUE,S+ 2,,,,100,bfcd41ff,,,,0,6325cdff,,hissen_hue,5,5,0,4,3,564,"{""quick_respawn"":1.3,""ink_resistance_up"":0.6,""intensify_action"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""stealth_jump"":true}",quadhopper_black,7,5,2,3,3,740,"{""quick_respawn"":2.5,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""haunt"":true,""stealth_jump"":true}",longblaster,4,1,3,4,2,337,"{""ink_saver_main"":1,""intensify_action"":1,""special_saver"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""swim_speed_up"":0.3,""tenacity"":true}",rapid_deco,5,5,0,3,2,425,"{""quick_respawn"":2.5,""special_saver"":1,""intensify_action"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""last_ditch_effort"":true}",variableroller,6,6,0,3,2,692,"{""swim_speed_up"":2.9,""ink_recovery_up"":1,""ink_saver_sub"":0.9,""special_charge_up"":0.9}",96gal_deco,5,3,2,5,1,409,"{""special_charge_up"":2,""ink_saver_main"":1.6,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""run_speed_up"":0.3,""sub_resistance_up"":0.3}",jetsweeper_custom,3,2,1,3,1,573,"{""special_charge_up"":2.5,""ink_recovery_up"":1,""ink_saver_sub"":1,""ink_saver_main"":0.9,""special_saver"":0.3}",hissen,4,3,1,5,0,296,"{""quick_respawn"":2.3,""swim_speed_up"":1.5,""ink_saver_sub"":1,""run_speed_up"":0.6,""special_saver"":0.3}",gold,#1 Enemy Splatter,gold,Record-Score Setter,gold,#1 Score Booster
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_open,yagura,kusaya,112,alpha,TRUE,S+ 1,,,,100,6e04b6ff,,,,0,cd510aff,,dynamo,3,3,0,4,0,387,"{""ink_saver_main"":1,""ink_resistance_up"":0.9,""swim_speed_up"":0.9,""ink_recovery_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",carbon_deco,5,4,1,0,2,374,"{""swim_speed_up"":1.6,""sub_power_up"":1.3,""ink_saver_sub"":0.6,""run_speed_up"":0.6,""special_charge_up"":0.6,""ninja_squid"":true}",splatcharger_collabo,4,4,0,3,2,545,"{""quick_super_jump"":2.3,""ink_saver_main"":1,""special_saver"":0.9,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""special_charge_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3}",rapid_deco,4,2,2,3,1,332,"{""special_charge_up"":1.9,""ink_recovery_up"":0.6,""intensify_action"":0.6,""run_speed_up"":0.3,""swim_speed_up"":0.3,""opening_gambit"":true,""thermal_ink"":true}",liter4k,4,4,0,2,2,477,"{""special_charge_up"":2.2,""sub_resistance_up"":1,""special_power_up"":0.6,""swim_speed_up"":0.6,""intensify_action"":0.3,""ninja_squid"":true}",rpen_5h,2,1,1,2,1,473,"{""swim_speed_up"":1.9,""ink_recovery_up"":1.3,""ink_saver_main"":1,""run_speed_up"":0.9}",wakaba,3,3,0,4,0,411,"{""ink_recovery_up"":1.3,""ink_saver_main"":1.3,""swim_speed_up"":1.3,""run_speed_up"":0.9,""ink_saver_sub"":0.3,""quick_respawn"":0.3,""quick_super_jump"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3}",nzap89,2,2,0,5,1,412,"{""special_power_up"":1,""ink_saver_main"":0.9,""special_charge_up"":0.6,""ink_recovery_up"":0.3,""intensify_action"":0.3,""run_speed_up"":0.3,""swim_speed_up"":0.3,""drop_roller"":true,""ninja_squid"":true}",silver,#2 Turf Inker,gold,Record-Score Setter,silver,First Splat!
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_open,yagura,kusaya,300,alpha,FALSE,S+ 4,,,,71,6e04b6ff,,,,56,cd510aff,,kelvin525,18,15,3,10,3,974,"{""special_saver"":1,""sub_power_up"":1,""quick_respawn"":0.3,""quick_super_jump"":0.3,""comeback"":true}",prime_collabo,20,16,4,4,4,928,"{""swim_speed_up"":1.9,""run_speed_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""special_power_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",squiclean_a,14,7,7,5,3,868,"{""special_charge_up"":1.6,""ink_saver_main"":1.5,""quick_super_jump"":0.3,""swim_speed_up"":0.3,""respawn_punisher"":true,""stealth_jump"":true}",quadhopper_black,13,5,8,9,2,804,"{""quick_respawn"":1.9,""swim_speed_up"":1.6,""special_power_up"":1.3,""quick_super_jump"":0.6,""special_saver"":0.3}",longblaster,12,7,5,11,3,944,"{""swim_speed_up"":1.9,""ink_saver_sub"":1.3,""ink_recovery_up"":1,""ink_saver_main"":0.9,""quick_respawn"":0.3,""sub_resistance_up"":0.3}",screwslosher,11,7,4,10,3,758,"{""special_charge_up"":1.9,""sub_resistance_up"":1.3,""ink_saver_main"":0.6,""quick_respawn"":0.6,""ink_recovery_up"":0.3,""tenacity"":true}",96gal_deco,10,9,1,14,1,856,"{""special_saver"":1.9,""ink_saver_main"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""drop_roller"":true,""thermal_ink"":true}",soytuber,7,5,2,8,3,952,"{""ink_saver_main"":0.6,""special_charge_up"":0.6,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""haunt"":true,""last_ditch_effort"":true,""stealth_jump"":true}",silver,#2 Overall Splatter,gold,#1 Turf Inker,silver,#1 Booyah Bomb User
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,xmatch,area,mategai,300,bravo,FALSE,,2151.7,,,62,bfcd41ff,,,,91,6325cdff,,bucketslosher,5,4,1,8,5,1412,"{""quick_super_jump"":1.2,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""haunt"":true,""stealth_jump"":true}",sharp_neo,8,7,1,9,4,1484,"{""swim_speed_up"":1.3,""ink_resistance_up"":0.6,""quick_super_jump"":0.6,""ink_recovery_up"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",sputtery_hue,8,8,0,9,3,1095,"{""quick_respawn"":2.8,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",splatscope_collabo,4,3,1,2,4,1238,"{""ink_saver_main"":1.3,""special_charge_up"":1.3,""ink_saver_sub"":1.2,""quick_super_jump"":1,""special_saver"":0.9}",nova_neo,11,10,1,6,2,896,"{""quick_respawn"":3.7,""ninja_squid"":true,""stealth_jump"":true}",liter4k_scope,8,7,1,5,5,1137,"{""ink_saver_main"":2.6,""special_charge_up"":2.2,""ink_recovery_up"":0.6,""quick_super_jump"":0.3}",sharp_neo,6,5,1,5,7,1956,"{""swim_speed_up"":1.5,""run_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""last_ditch_effort"":true,""ninja_squid"":true,""stealth_jump"":true}",sharp_neo,7,6,1,6,5,1584,"{""swim_speed_up"":1,""ink_resistance_up"":0.6,""ink_saver_sub"":0.6,""intensify_action"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",gold,#1 Popular Target,gold,#1 Splat Assister,silver,#2 Splat Zone Guard
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_open,yagura,kusaya,73,alpha,TRUE,S+ 10,,,,100,c43a6eff,,,,0,1bbfabff,,screwslosher,3,2,1,0,1,334,"{""run_speed_up"":1,""ink_saver_main"":0.6,""special_charge_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",sshooter,10,5,5,1,1,386,"{""quick_respawn"":1.6,""swim_speed_up"":1.5,""intensify_action"":1,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""stealth_jump"":true}",drivewiper,7,5,2,1,2,426,"{""quick_respawn"":2.8,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",rapid_deco,6,2,4,1,1,276,"{""swim_speed_up"":1.3,""ink_saver_sub"":1,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_respawn"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",nova_neo,2,2,0,4,0,226,"{""quick_respawn"":1.6,""swim_speed_up"":1.6,""ink_resistance_up"":1,""ink_saver_main"":0.6,""run_speed_up"":0.6,""sub_resistance_up"":0.3}",rapid_deco,2,1,1,4,0,193,"{""intensify_action"":0.9,""quick_respawn"":0.9,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""last_ditch_effort"":true,""stealth_jump"":true,""thermal_ink"":true}",barrelspinner,0,0,0,3,1,424,"{""run_speed_up"":3.9,""ink_resistance_up"":0.6,""quick_super_jump"":0.6,""special_power_up"":0.6}",96gal_deco,1,0,1,3,0,284,"{""intensify_action"":1.3,""special_power_up"":1.3,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_saver"":0.3,""sub_power_up"":0.3,""last_ditch_effort"":true}",gold,#1 Super Jump Spot,gold,Record-Score Setter,gold,#1 Score Booster
